workerid,trial_type,modifier2,noun,modifier1,stimulus,train,modifier,response
1,adj,NA,pear,NA,green pear,NA,green,pear green
1,adj,NA,box,NA,dirty box,NA,dirty,box dirty
1,adj,NA,couch,NA,dirty couch,NA,dirty,couch dirty
1,num,NA,cars,NA,four cars,NA,four,cars four
1,adj,NA,banana,NA,wooden banana,NA,wooden,banana wooden
1,adj,NA,cherry,NA,stone cherry,NA,stone,cherry stone
1,num,NA,horse,NA,one horse,NA,one,horse one
1,num,NA,cow,NA,one cow,NA,one,cow one
1,adj,NA,cow,NA,wooden cow,NA,wooden,cow wooden
1,adj,NA,horse,NA,spotted horse,NA,spotted,horse spotted
1,num,NA,pigs,NA,seven pigs,NA,seven,pigs seven
1,num,NA,trays,NA,four trays,NA,four,trays four
1,num,NA,keys,ten,ten keys,False,NA,ten keys
1,num,NA,pineapples,two,two pineapples,False,NA,pineapples two
1,adj,NA,ribbon,furry,furry ribbon,False,NA,furry ribbon
1,adj_num,seven,shirts,spotted,seven spotted shirts,False,NA,spotted seven shirts
1,adj_num,three,cars,orange,three orange cars,False,NA,three orange cars
1,adj_num,one,ribbon,dirty,one dirty ribbon,False,NA,dirty one ribbon
1,adj_num,five,keys,wooden,five wooden keys,False,NA,five wooden keys
1,adj_num,five,leaves,green,five green leaves,False,NA,green five leaves
1,adj_num,one,pig,wooden,one wooden pig,False,NA,pig one wooden
1,adj_num,two,pitchers,dirty,two dirty pitchers,False,NA,pitchers dirty two
1,adj_num,six,trays,orange,six orange trays,False,NA,trays six orange
1,adj_num,eight,ducks,dirty,eight dirty ducks,False,NA,ducks dirty eight
1,num,NA,trays,six,six trays,False,NA,trays six
1,adj,NA,pillow,dirty,dirty pillow,False,NA,dirty pillow
1,adj,NA,spatula,wooden,wooden spatula,False,NA,spatula wooden
1,num,NA,handbags,four,four handbags,False,NA,handbags four
1,adj_num,four,couches,wooden,four wooden couches,False,NA,wooden four couches
1,adj_num,six,handbags,furry,six furry handbags,False,NA,handbags furry six
1,adj_num,one,cow,wooden,one wooden cow,False,NA,one wooden cow
1,adj_num,one,spatula,orange,one orange spatula,False,NA,spatula orange one
1,adj_num,three,bananas,wooden,three wooden bananas,False,NA,bananas three wooden
1,num,NA,shoes,seven,seven shoes,False,NA,seven shoes
1,adj,NA,suitcase,spotted,spotted suitcase,False,NA,suitcase spotted
1,adj_num,one,chair,furry,one furry chair,False,NA,one furry chair
1,adj_num,three,vases,dirty,three dirty vases,False,NA,three dirty vases
1,num,NA,scarfs,three,three scarfs,False,NA,scarfs three
1,adj,NA,cow,spotted,spotted cow,False,NA,cow spotted
1,adj,NA,lamp,blue,blue lamp,False,NA,lamp blue
1,adj_num,seven,lamps,purple,seven purple lamps,False,NA,seven purple lamps
1,adj_num,ten,hats,green,ten green hats,False,NA,hats ten green
1,adj,NA,couch,blue,blue couch,False,NA,blue couch
1,adj_num,seven,bowls,striped,seven striped bowls,False,NA,seven striped bowls
1,num,NA,pears,seven,seven pears,False,NA,pears seven
1,adj_num,four,scarfs,spotted,four spotted scarfs,False,NA,spotted four scarfs
1,adj_num,four,pears,dirty,four dirty pears,False,NA,dirty four pears
1,num,NA,spatulas,nine,nine spatulas,False,NA,spatulas nine
1,adj_num,two,boxes,spotted,two spotted boxes,False,NA,boxes two spotted
1,adj_num,ten,darts,furry,ten furry darts,False,NA,darts ten furry
1,adj,NA,pig,stone,stone pig,False,NA,stone pig
1,num,NA,pigs,four,four pigs,False,NA,pigs four
1,adj_num,six,pillows,furry,six furry pillows,False,NA,pillows furry six
1,adj,NA,hat,wooden,wooden hat,False,NA,wooden hat
1,adj_num,four,horses,striped,four striped horses,False,NA,four striped horses
1,adj_num,three,suitcases,spotted,three spotted suitcases,False,NA,three spotted suitcases
1,adj,NA,pineapple,spotted,spotted pineapple,False,NA,pineapple spotted
1,adj_num,eight,shoes,orange,eight orange shoes,False,NA,eight orange shoes
1,adj_num,seven,shovels,green,seven green shovels,False,NA,seven green shovels
1,num,NA,ribbons,three,three ribbons,False,NA,ribbons three
1,adj_num,three,cherries,green,three green cherries,False,NA,cherries three green
1,adj_num,six,pineapples,dirty,six dirty pineapples,False,NA,pineapples six dirty
