workerid,trial_type,modifier2,noun,modifier1,stimulus,train,modifier,response,other_languages,language,problems,comments,asses,fairprice,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,adj,NA,handbag,NA,orange handbag,NA,orange,handbag orange,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,adj,NA,banana,NA,stone banana,NA,stone,banana stone,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,num,NA,hats,NA,six hats,NA,six,hats six,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,num,NA,cows,NA,six cows,NA,six,cows six,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,adj,NA,scarf,NA,furry scarf,NA,furry,scarf furry,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,adj,NA,pear,NA,dirty pear,NA,dirty,pear dirty,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,num,NA,horse,NA,one horse,NA,one,horse one,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,adj,NA,horse,NA,spotted horse,NA,spotted,horse spotted,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,num,NA,bowls,NA,nine bowls,NA,nine,bowls nine,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,num,NA,keys,NA,five keys,NA,five,keys five,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,adj,NA,couch,NA,dirty couch,NA,dirty,couch dirty,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,adj,NA,box,NA,orange box,NA,orange,box orange,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,num,NA,boxes,NA,nine boxes,NA,nine,boxes nine,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,adj,NA,bowl,NA,blue bowl,NA,blue,bowl blue,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
0,adj,NA,chair,NA,furry chair,NA,furry,chair furry,,English,no issues,Fun experiment that made me think!,Yes,"yes, very fair",Windows,960,1440,Chrome,35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3ADAE1FYCQJBSKLSFIRRQBAP7L4AE9,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$2.00,Wed May 17 18:12:53 PDT 2017,2,0,0,2,Reviewable,NotReviewed,1 cond1,1800,60000,Fri Jun 16 18:12:53 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=35U0MRQMUJ7X68TXRZG36UPSNXKOVY,3CFJTT4SXTQOMGFR185J539PU4SI7V,0,Approved,Thu May 18 11:06:11 PDT 2017,Wed May 17 18:13:51 PDT 2017,Wed May 17 18:26:11 PDT 2017,Wed May 17 18:28:48 PDT 2017,,,,,1,6.978433333333333,[]
