workerid,trial_type,modifier2,noun,modifier1,stimulus,train,modifier,response,other_languages,language,problems,comments,asses,fairprice,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,adj,NA,shoe,NA,orange shoe,NA,orange,shoe orange,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,adj,NA,duck,NA,orange duck,NA,orange,duck orange,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,num,NA,vases,NA,six vases,NA,six,vases six,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,adj,NA,shovel,NA,stone shovel,NA,stone,shovel stone,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,num,NA,cherries,NA,five cherries,NA,five,cherries five,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,num,NA,leaves,NA,eight leaves,NA,eight,leaves eight,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,num,NA,couches,NA,three couches,NA,three,couches three,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,num,NA,spatulas,NA,nine spatulas,NA,nine,spatulas nine,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,adj,NA,shirt,NA,purple shirt,NA,purple,shirt purple,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,adj,NA,tray,NA,striped tray,NA,striped,tray striped,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,adj,NA,handbag,NA,blue handbag,NA,blue,handbag blue,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,adj,NA,ribbon,NA,furry ribbon,NA,furry,ribbon furry,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,adj,NA,car,NA,striped car,NA,striped,car striped,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,num,NA,lamps,NA,six lamps,NA,six,lamps six,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,num,NA,pillows,NA,four pillows,NA,four,pillows four,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
0,adj,NA,cow,NA,furry cow,NA,furry,cow furry,,english,no issues,great hit,Yes,1.65,Windows,1080,1920,Chrome,3APP19WN71EOZ5XY28VNPT0RFIBG6L,32TFGTUJLO3UVTTG0KZF1LXCY0BPID,Language Learning Experiment,"In this experiment, you will first hear 30 phrases in an artificial language. This language uses the same as words as English but nevertheless, slightly differs from English. After hearing these translations, you will be asked to provide 50 translations to short phrases. The HIT should take ~10 minutes.",language research stanford fun cognitive science university explanations,$1.65,Thu May 18 09:20:34 PDT 2017,30,0,0,30,Reviewable,NotReviewed,1 cond1,1800,60000,Sat Jun 17 09:20:34 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3APP19WN71EOZ5XY28VNPT0RFIBG6L,308XBLVESI4OHRL04CB8OXWC0RZRBT,0,Approved,Fri May 19 02:06:45 PDT 2017,Thu May 18 09:22:03 PDT 2017,Thu May 18 09:26:45 PDT 2017,Thu May 18 09:30:27 PDT 2017,,,,,1,4.6608,[]
